budget,loss,training_loss
2904,1.8234649896621704,0.588601949678753
5808,1.6572102308273315,0.5257683402442281
8712,1.5596039295196533,0.5039350774914738
11616,1.5704905986785889,0.4649676357113054
14520,1.5791140794754028,0.4993222679294417
17424,1.553783893585205,0.46076827488661626
20328,1.5340291261672974,0.5044539633871346
23232,1.558350682258606,0.47143368183956214
26136,1.5678924322128296,0.47293663431759986
29040,1.5626529455184937,0.4876283655394466
31944,1.5470094680786133,0.4876288130828545
34848,1.547524094581604,0.4896887536748684
37752,1.5523358583450317,0.48947138997881895
40656,1.5540177822113037,0.47156700908934296
43560,1.582310438156128,0.4920648836845424
46464,1.579352855682373,0.4838067923796462
49368,1.5465086698532104,0.482392962068421
52272,1.5654622316360474,0.4619006614229378
55176,1.5683975219726562,0.4899171025272929
58080,1.5638840198516846,0.45232697558484386
